col0,col1,col2,col3
Hirzenbach,Zürich,statistical neighborhood of Zürich,12627
Friesenberg,Zürich,statistical neighborhood of Zürich,10860
Weinegg,Zürich,statistical neighborhood of Zürich,5248
Fluntern,Zürich,statistical neighborhood of Zürich,8221
Seefeld,Zürich,statistical neighborhood of Zürich,5129
Schwamendingen-Mitte,Zürich,statistical neighborhood of Zürich,11012
Rathaus,Zürich,statistical neighborhood of Zürich,3266
Leimbach,Zürich,statistical neighborhood of Zürich,6212
Escher Wyss,Zürich,statistical neighborhood of Zürich,6088
Wipkingen,Zürich,statistical neighborhood of Zürich,16544
Unterstrass,Zürich,statistical neighborhood of Zürich,22768
Saatlen,Zürich,statistical neighborhood of Zürich,8388
