col0,col1,col2,col3
Bride's Robe,Cleveland Museum of Art,item of collection or exhibition,public domain
Bride's Robe,Cleveland Museum of Art,item of collection or exhibition,public domain
Headcloth,Cleveland Museum of Art,item of collection or exhibition,public domain
Headcloth,Cleveland Museum of Art,item of collection or exhibition,copyrighted
Unfinished robe,Cleveland Museum of Art,item of collection or exhibition,public domain
Robe,Cleveland Museum of Art,item of collection or exhibition,public domain
Embroidered Coat,Cleveland Museum of Art,item of collection or exhibition,public domain
Coat,Cleveland Museum of Art,item of collection or exhibition,copyrighted
Embroidered Skirt,Cleveland Museum of Art,item of collection or exhibition,copyrighted
Woman's Dress,Cleveland Museum of Art,item of collection or exhibition,public domain
Pair of Archer's Gloves,Cleveland Museum of Art,clothing,public domain
Pair of Archer's Gloves,Cleveland Museum of Art,clothing,public domain
