col0,col1,col2,col3,col4,col5
1999 DFS Classic,United Kingdom,1999 DFS Classic – Singles,Women's Tennis Association,Edgbaston Priory Club,tennis
1997 DFS Classic,United Kingdom,1997 DFS Classic – Singles,Women's Tennis Association,Edgbaston Priory Club,tennis
1995 DFS Classic,United Kingdom,1995 DFS Classic – Singles,Women's Tennis Association,Edgbaston Priory Club,tennis
1994 DFS Classic,United Kingdom,1994 DFS Classic – Doubles,Women's Tennis Association,Edgbaston Priory Club,tennis
1992 Dow Classic,United Kingdom,1992 Dow Classic – Doubles,Women's Tennis Association,Edgbaston Priory Club,tennis
1990 Dow Classic,United Kingdom,1990 Dow Classic – Singles,Women's Tennis Association,Edgbaston Priory Club,tennis
1989 Dow Classic,United Kingdom,1989 Dow Classic – Doubles,Women's Tennis Association,Edgbaston Priory Club,tennis
1987 Dow Chemical Classic,United Kingdom,1987 Dow Chemical Classic – Singles,Women's Tennis Association,Edgbaston Priory Club,tennis
1986 Edgbaston Cup,United Kingdom,1986 Edgbaston Cup – Singles,Women's Tennis Association,Edgbaston Priory Club,tennis
1985 Edgbaston Cup,United Kingdom,1985 Edgbaston Cup – Singles,Women's Tennis Association,Edgbaston Priory Club,tennis
