col0,col1,col2,col3
"Tianxin, Chenzhou",People's Republic of China,Tianxin Community,Jiahe County
"Tianxin, Wuding",People's Republic of China,Tianxin,Wuding
Lijiaping,People's Republic of China,Qunli,Shuangpai County
Caogoupu,People's Republic of China,Weizikeng,Yu County
Lijiaping,People's Republic of China,Lijiaping,Shuangpai County
Yaoshan,People's Republic of China,Liangzi,Hekou Yao Autonomous County
Laofanzhai,People's Republic of China,Guiliang,Hekou Yao Autonomous County
Bijiashan,People's Republic of China,Dongping village,Heshan District
Yuandong,People's Republic of China,Shanxiashi,Jindong District
Changmaoling,People's Republic of China,Qidouchong,Dingcheng District
Mangding,People's Republic of China,Mogutan,Jinghe County
Luoping,People's Republic of China,Changti'ai,Shimen County
"Xiyuan Township, Xianyou",People's Republic of China,Xianshan,Xianyou County
Laocheng,People's Republic of China,Laocheng,Yuanmou County
Dujie,People's Republic of China,Ouli,Long'an County
