col0,col1,col2,col3,col4
Chūō Line,Tōhoku Main Line,overhead line,1067 mm track gauge,East Japan Railway Company
Chūō-Sōbu Line,Sotobō Line,overhead line,1067 mm track gauge,East Japan Railway Company
Chūō Line,Namboku Line,overhead line,1067 mm track gauge,East Japan Railway Company
Chūō-Sōbu Line,Namboku Line,overhead line,1067 mm track gauge,East Japan Railway Company
Chūō Line,Toei Ōedo Line,overhead line,1067 mm track gauge,East Japan Railway Company
Chūō-Sōbu Line,Toei Ōedo Line,overhead line,1067 mm track gauge,East Japan Railway Company
Chūō Line,Odakyū Odawara Line,overhead line,1067 mm track gauge,East Japan Railway Company
Chūō-Sōbu Line,Odakyū Odawara Line,overhead line,1067 mm track gauge,East Japan Railway Company
Chūō Line,Seibu Tamagawa Line,overhead line,1067 mm track gauge,East Japan Railway Company
Chūō-Sōbu Line,Tobu Urban Park Line,overhead line,1067 mm track gauge,East Japan Railway Company
Chūō Line,Keiō New Line,overhead line,1067 mm track gauge,East Japan Railway Company
Chūō-Sōbu Line,Keiō New Line,overhead line,1067 mm track gauge,East Japan Railway Company
Chūō Line,Keio Takao Line,overhead line,1067 mm track gauge,East Japan Railway Company
