col0,col1,col2,col3
Sketch of Lions,pencil,Flemish Art Collection,George Minne
Sketch of Lion's Heads [verso: Sketch of a Paw],pencil,Flemish Art Collection,George Minne
Sketch of a Lion,pencil,Flemish Art Collection,George Minne
Sketch of Two Dogs,pencil,Flemish Art Collection,George Minne
Sketch of Legs,pencil,Flemish Art Collection,George Minne
Sketch of Lions and Figures [verso: Torso],pencil,Flemish Art Collection,George Minne
Fragment of a Sketch of Lions,pencil,Flemish Art Collection,George Minne
Sketches of Lionesses,pencil,Flemish Art Collection,George Minne
Sketch of Animal Skulls,pencil,Flemish Art Collection,George Minne
Anatomy of a Horse,pencil,Flemish Art Collection,George Minne
