col0,col1,col2,col3
1968 Giro dell'Emilia,road bicycle racing,Gianni Motta,1969 Giro dell'Emilia
1967 Giro dell'Emilia,road bicycle racing,Michele Dancelli,1968 Giro dell'Emilia
1966 Giro dell'Emilia,road bicycle racing,Carmine Preziosi,1967 Giro dell'Emilia
1965 Giro dell'Emilia,road bicycle racing,Michele Dancelli,1966 Giro dell'Emilia
1963 Giro dell'Emilia,road bicycle racing,Silvano Ciampi,1965 Giro dell'Emilia
1962 Giro dell'Emilia,road bicycle racing,Antonio Suárez Vázquez,1963 Giro dell'Emilia
1961 Giro dell'Emilia,road bicycle racing,Franco Balmamion,1962 Giro dell'Emilia
1960 Giro dell'Emilia,road bicycle racing,Pierino Baffi,1961 Giro dell'Emilia
1959 Giro dell'Emilia,road bicycle racing,Ercole Baldini,1960 Giro dell'Emilia
1958 Giro dell'Emilia,road bicycle racing,Vito Favero,1959 Giro dell'Emilia
1957 Giro dell'Emilia,road bicycle racing,Angelo Conterno,1958 Giro dell'Emilia
1956 Giro dell'Emilia,road bicycle racing,Bruno Monti,1957 Giro dell'Emilia
1955 Giro dell'Emilia,road bicycle racing,Nino Defilippis,1956 Giro dell'Emilia
1954 Giro dell'Emilia,road bicycle racing,Michele Gismondi,1955 Giro dell'Emilia
1953 Giro dell'Emilia,road bicycle racing,Gino Bartali,1954 Giro dell'Emilia
