col0,col1,col2,col3
Super Bowl XXVI,American football,Washington Redskins,1992-01-26
Super Bowl XXII,American football,Washington Redskins,1988-01-31
Super Bowl XX,American football,Chicago Bears,1986-01-26
Super Bowl XXVII,American football,Dallas Cowboys,1993-01-31
Super Bowl XXX,American football,Dallas Cowboys,1996-01-28
Super Bowl VI,American football,Dallas Cowboys,1972-01-16
Super Bowl XII,American football,Dallas Cowboys,1978-01-15
Super Bowl XXVIII,American football,Dallas Cowboys,1994-01-30
Super Bowl XLI,American football,Indianapolis Colts,2007-02-04
Super Bowl LIII,American football,New England Patriots,2019-02-03
Super Bowl LI,American football,New England Patriots,2017-02-05
Super Bowl XLIX,American football,New England Patriots,2015-02-01
Super Bowl XXXVI,American football,New England Patriots,2002-02-03
Super Bowl XXXVIII,American football,New England Patriots,2004-02-01
