col0,col1,col2,col3,col4
"Morass workers, Aberffro",National Library of Wales,1885-01-01,A Welsh way of life: John Thomas photographs,dry plate
Margaret y Gwehydd,National Library of Wales,1885-01-01,A Welsh way of life: John Thomas photographs,dry plate
"Mali'r Cwrw, Llanfair",National Library of Wales,1885-01-01,A Welsh way of life: John Thomas photographs,dry plate
Llannerch-y-medd fair,National Library of Wales,1885-01-01,A Welsh way of life: John Thomas photographs,dry plate
"Jenny Fach, Llanymddyfri",National Library of Wales,1885-01-01,A Welsh way of life: John Thomas photographs,dry plate
Llanbryn-mair fair,National Library of Wales,1885-01-01,A Welsh way of life: John Thomas photographs,dry plate
A view of Blaenau Ffestiniog from Graig Ddu,National Library of Wales,1878-01-01,A Welsh way of life: John Thomas photographs,digitization
"Morass workers, Aberffro",National Library of Wales,1885-01-01,A Welsh way of life: John Thomas photographs,digitization
Margaret y Gwehydd,National Library of Wales,1885-01-01,A Welsh way of life: John Thomas photographs,digitization
"Mali'r Cwrw, Llanfair",National Library of Wales,1885-01-01,A Welsh way of life: John Thomas photographs,digitization
Llannerch-y-medd fair,National Library of Wales,1885-01-01,A Welsh way of life: John Thomas photographs,digitization
"Jenny Fach, Llanymddyfri",National Library of Wales,1885-01-01,A Welsh way of life: John Thomas photographs,digitization
Llanbryn-mair fair,National Library of Wales,1885-01-01,A Welsh way of life: John Thomas photographs,digitization
A view of Blaenau Ffestiniog from Graig Ddu,National Library of Wales,1878-01-01,A Welsh way of life: John Thomas photographs,analog photography
