col0,col1,col2,col3
1997 Slovenian Badminton Championships,Slovenia,Slovenian Badminton Championships,1997 Slovenian Badminton Championships – Men's doubles
1996 Slovenian Badminton Championships,Slovenia,Slovenian Badminton Championships,1996 Slovenian Badminton Championships – Men's doubles
1995 Slovenian Badminton Championships,Slovenia,Slovenian Badminton Championships,1995 Slovenian Badminton Championships – Men's doubles
1994 Slovenian Badminton Championships,Slovenia,Slovenian Badminton Championships,1994 Slovenian Badminton Championships – Men's doubles
1993 Slovenian Badminton Championships,Slovenia,Slovenian Badminton Championships,1993 Slovenian Badminton Championships – Men's doubles
1992 Slovenian Badminton Championships,Slovenia,Slovenian Badminton Championships,1992 Slovenian Badminton Championships – Men's doubles
1991 Slovenian Badminton Championships,Slovenia,Slovenian Badminton Championships,1991 Slovenian Badminton Championships – Men's doubles
1990 Slovenian Badminton Championships,Slovenia,Slovenian Badminton Championships,1990 Slovenian Badminton Championships – Men's doubles
1989 Slovenian Badminton Championships,Slovenia,Slovenian Badminton Championships,1989 Slovenian Badminton Championships – Men's doubles
1988 Slovenian Badminton Championships,Slovenia,Slovenian Badminton Championships,1988 Slovenian Badminton Championships – Men's doubles
1987 Slovenian Badminton Championships,Slovenia,Slovenian Badminton Championships,1987 Slovenian Badminton Championships – Men's doubles
1986 Slovenian Badminton Championships,Slovenia,Slovenian Badminton Championships,1986 Slovenian Badminton Championships – Men's doubles
