col0,col1,col2,col3
Liga Femenina 2 de Baloncesto,Liga Femenina de Baloncesto,2001-01-01,28
Third Macedonian Football League,Macedonian Vtora Liga,1992-01-01,80
Maltese First Division,Maltese Premier League,1910-01-01,14
2nd Oberliga Süd,Oberliga Süd,1950-01-01,18
Japan Football League,J1 League,1992-01-01,16
China League One,Chinese Super League,2004-01-01,16
Superettan,Allsvenskan,2000-01-01,16
Russian Major League,Kontinental Hockey League,1992-01-01,34
LNB Pro A,Euroleague Basketball,1987-01-01,18
Georgian Superliga,Euroleague Basketball,1991-01-01,9
Polish Basketball League,Euroleague Basketball,1928-01-01,17
