col0,col1,col2,col3
Bolesław,"Gmina Bolesław, Olkusz County",Brockhaus and Efron Encyclopedic Dictionary,UTC+01:00
Bliżyn,Gmina Bliżyn,Brockhaus and Efron Encyclopedic Dictionary,UTC+01:00
Besiekiery,Gromada Besiekiery,Brockhaus and Efron Encyclopedic Dictionary,UTC+01:00
Gowarczów,Gmina Gowarczów,Brockhaus and Efron Encyclopedic Dictionary,UTC+01:00
Iwaniska,Gmina Iwaniska,Brockhaus and Efron Encyclopedic Dictionary,UTC+01:00
Żarnów,Gmina Żarnów,Brockhaus and Efron Encyclopedic Dictionary,UTC+01:00
"Andrzejewo, Masovian Voivodeship",Gromada Andrzejewo,Brockhaus and Efron Encyclopedic Dictionary,UTC+02:00
"Borzęcin, Lesser Poland Voivodeship",Gmina Borzęcin,Brockhaus and Efron Encyclopedic Dictionary,UTC+02:00
Bogoria,Gmina Bogoria,Brockhaus and Efron Encyclopedic Dictionary,UTC+02:00
"Andrzejewo, Masovian Voivodeship",Gromada Andrzejewo,Brockhaus and Efron Encyclopedic Dictionary,UTC+01:00
"Borzęcin, Lesser Poland Voivodeship",Gmina Borzęcin,Brockhaus and Efron Encyclopedic Dictionary,UTC+01:00
Bogoria,Gmina Bogoria,Brockhaus and Efron Encyclopedic Dictionary,UTC+01:00
"Bolesławiec, Łódź Voivodeship","Gmina Bolesławiec, Łódź Voivodeship",Brockhaus and Efron Encyclopedic Dictionary,UTC+02:00
Gidle,Gmina Gidle,Brockhaus and Efron Encyclopedic Dictionary,UTC+02:00
