col0,col1,col2,col3
Optically powered remote gas monitor,National Institute for Occupational Safety and Health,Report of investigations,1995-01-01
Modeling the effects of longwall mining on the ground water system,National Institute for Occupational Safety and Health,Report of investigations,1995-01-01
Leaching pyrite from coal waste: results of diagnostic study,National Institute for Occupational Safety and Health,Report of investigations,1995-01-01
In situ stress at the Lucky Friday Mine,National Institute for Occupational Safety and Health,Report of investigations,1995-07-01
In situ stress at the Lucky Friday Mine,National Institute for Occupational Safety and Health,Report of investigations,1995-01-01
In situ stress at the Lucky Friday Mine,National Institute for Occupational Safety and Health,Report of investigations,1995-01-01
Gel sealants for the mitigation of spontaneous heatings in coal mines,National Institute for Occupational Safety and Health,Report of investigations,1995-01-01
Extraction of titanium and iron from ilmenite with fluosilicic acid,National Institute for Occupational Safety and Health,Report of investigations,1995-01-01
Environmental impacts of cemented mine waste backfill,National Institute for Occupational Safety and Health,Report of investigations,1996-01-01
Effect of additives on chalcopyrite leaching,National Institute for Occupational Safety and Health,Report of investigations,1995-01-01
Detection and control of spontaneous heating in coal mine pillars - a case study,National Institute for Occupational Safety and Health,Report of investigations,1995-01-01
