col0,col1,col2,col3,col4,col5
Marco granítico 82,Immovable Cultural Heritage of Public Interest,cultural heritage,Vila Seca e Santo Adrião,Vila Seca,Portugal
Marco granítico 70,Immovable Cultural Heritage of Public Interest,cultural heritage,Nogueira e Ermida,Ermida,Portugal
Marco granítico 69,Immovable Cultural Heritage of Public Interest,cultural heritage,Nogueira e Ermida,Ermida,Portugal
Marco granítico 68,Immovable Cultural Heritage of Public Interest,cultural heritage,Nogueira e Ermida,Ermida,Portugal
Marco granítico 52,Immovable Cultural Heritage of Public Interest,cultural heritage,Louredo e Fornelos,Fornelos,Portugal
Marco granítico 51,Immovable Cultural Heritage of Public Interest,cultural heritage,Louredo e Fornelos,Fornelos,Portugal
Marco granítico 49,Immovable Cultural Heritage of Public Interest,cultural heritage,Louredo e Fornelos,Fornelos,Portugal
Marco granítico 50,Immovable Cultural Heritage of Public Interest,cultural heritage,Louredo e Fornelos,Fornelos,Portugal
Marco granítico 48,Immovable Cultural Heritage of Public Interest,cultural heritage,Louredo e Fornelos,Fornelos,Portugal
Marcos graníticos 31 e 32,Immovable Cultural Heritage of Public Interest,cultural heritage,São Martinho de Antas e Paradela de Guiães,Paradela de Guiães,Portugal
Marco granítico 33,Immovable Cultural Heritage of Public Interest,cultural heritage,São Martinho de Antas e Paradela de Guiães,Paradela de Guiães,Portugal
Marco granítico 43,Immovable Cultural Heritage of Public Interest,cultural heritage,"Provesende, Gouvães do Douro e São Cristóvão do Douro",Gouvães do Douro,Portugal
Marco granítico 15,Immovable Cultural Heritage of Public Interest,cultural heritage,Peso da Régua e Godim,Peso da Régua,Portugal
