col0,col1,col2,col3
Alutaguse Rural Municipality,Lüganuse Rural Municipality,1458.63,Estonia
Viru-Nigula Rural Municipality,Haljala Rural Municipality,312.24,Estonia
Haljala Rural Municipality,Viru-Nigula Rural Municipality,549.09,Estonia
Lüganuse Rural Municipality,Alutaguse Rural Municipality,598.63,Estonia
Türi Rural Municipality,Järva Rural Municipality,1008.46,Estonia
Tapa Rural Municipality,Järva Rural Municipality,479.66,Estonia
Rakvere Rural Municipality,Tapa Rural Municipality,294.66,Estonia
Anija Rural Municipality,Tapa Rural Municipality,532.97,Estonia
Järva Rural Municipality,Tapa Rural Municipality,1222.81,Estonia
Vinni Rural Municipality,Väike-Maarja Rural Municipality,1012.94,Estonia
