col0,col1,col2,col3
City & Hunslet,United Kingdom,2018-05-03,Hunslet & Riverside
Burmantofts & Richmond,United Kingdom,2018-05-03,Burmantofts & Richmond Hill
Hyde Park & Woodhouse,United Kingdom,2018-05-03,Little London & Woodhouse
Roundhay,United Kingdom,2018-05-03,Roundhay
Alwoodley,United Kingdom,2018-05-03,Alwoodley
Headingley,United Kingdom,2004-06-10,Headingley
Armley,United Kingdom,2018-05-03,Armley
Guiseley & Rawdon,United Kingdom,2018-05-03,Guiseley & Rawdon
Pudsey,United Kingdom,2018-05-03,Pudsey
Wetherby,United Kingdom,2018-05-03,Wetherby
Kippax & Methley,United Kingdom,2018-05-03,Kippax & Methley
Bramley & Stanningley,United Kingdom,2018-05-03,Bramley & Stanningley
Cross Gates & Whinmoor,United Kingdom,2018-05-03,Cross Gates & Whinmoor
Morley North,United Kingdom,2018-05-03,Morley North
Ardsley & Robin Hood,United Kingdom,2018-05-03,Ardsley & Robin Hood
