col0,col1,col2,col3,col4,col5
Duck-shaped palette-90000838,greywacke,duck,-4000-01-01T00:00:00Z,cosmetic palette,Musée des Confluences
Pseudo-palette of Bakenkhonsou-N 3018,wood,Anubis,-1300-01-01T00:00:00Z,cosmetic palette,Department of Egyptian Antiquities of the Louvre
Bull Palette-E 11255,greywacke,victory,-4000-01-01T00:00:00Z,cosmetic palette,Department of Egyptian Antiquities of the Louvre
Palette with quadrupedes-E 11052,greywacke,lion,-3200-01-01T00:00:00Z,cosmetic palette,Department of Egyptian Antiquities of the Louvre
Fragment of the Hunters Palette-E 11254,greywacke,lion,-4000-01-01T00:00:00Z,sculpture,Department of Egyptian Antiquities of the Louvre
Duck-shaped palette-90000838,greywacke,duck,-4000-01-01T00:00:00Z,sculpture,Musée des Confluences
Bull Palette-E 11255,greywacke,victory,-4000-01-01T00:00:00Z,sculpture,Department of Egyptian Antiquities of the Louvre
Palette with quadrupedes-E 11052,greywacke,lion,-3200-01-01T00:00:00Z,sculpture,Department of Egyptian Antiquities of the Louvre
Fish-shaped kohol palette-E 22731,greywacke,fish,-4000-01-01T00:00:00Z,archaeological artifact,Department of Egyptian Antiquities of the Louvre
Fish-shaped kohol palette-E 32283,greywacke,fish,-4000-01-01T00:00:00Z,archaeological artifact,Department of Egyptian Antiquities of the Louvre
Fish-shaped kohol palette-E 28061,greywacke,fish,-4000-01-01T00:00:00Z,archaeological artifact,Department of Egyptian Antiquities of the Louvre
Fish-shaped kohol palette-E 24731,greywacke,fish,-4000-01-01T00:00:00Z,archaeological artifact,Department of Egyptian Antiquities of the Louvre
Fish-shaped kohol palette-E 24728,greywacke,fish,-4000-01-01T00:00:00Z,archaeological artifact,Department of Egyptian Antiquities of the Louvre
