col0,col1,col2,col3
Hood River County,Mount Hood,United States of America,22675
Washington County,Gaston,United States of America,554996
Clatsop County,Westport,United States of America,37244
Washington County,Forest Grove,United States of America,554996
Tillamook County,Beaver,United States of America,25317
Washington County,Bethany,United States of America,554996
Lincoln County,Lincoln Beach,United States of America,46350
Tillamook County,Oceanside,United States of America,25317
Washington County,Cedar Mill,United States of America,554996
Tillamook County,Wheeler,United States of America,25317
Grant County,Canyon City,United States of America,7283
