col0,col1,col2,col3
Ruscombe-King,family name,Ruscombe-King,hyphen
Collingwood-Anstey,family name,Collingwood-Anstey,hyphen
Williams-Ellis,family name,Williams-Ellis,Williams
Egerton-Warburton,family name,Egerton-Warburton,hyphen
Laird-Clowes,family name,Laird-Clowes,hyphen
Leigh-Mallory,double surname,Leigh-Mallory,hyphen
Pratt-Bayliss,double surname,Pratt-Bayliss,Pratt
Bayliss-Pratt,double surname,Bayliss-Pratt,Pratt
Hardwick-Smith,double surname,Hardwick-Smith,Smith
Targett-Adams,double surname,Targett-Adams,hyphen
Napier-Bell,double surname,Napier-Bell,hyphen
Tynegate-Smith,double surname,Tynegate-Smith,hyphen
Leigh-Mallory,family name,Leigh-Mallory,hyphen
Bayliss-Pratt,family name,Bayliss-Pratt,Pratt
