col0,col1,col2,col3
Endogenous sterols,Cytochrome P450 - arranged by substrate type,Cytochrome P450s and cholesterol homeostasis,CYP51A1 demethylates LNSOL
Mitochondrial Uncoupling Proteins,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",The mitochondrial uncoupling-protein homologues.,The fatty acid cycling model
The proton buffering model,Mitochondrial Uncoupling Proteins,Effect of fatty acids on H+ transport activity of the reconstituted uncoupling protein.,Protons are translocated from the intermembrane space to the matrix
The fatty acid cycling model,Mitochondrial Uncoupling Proteins,The mechanism of proton transport mediated by mitochondrial uncoupling proteins.,FA anion diffuses laterally to UCP
Mitochondrial Uncoupling Proteins,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",Uncoupling protein 1 in fish uncovers an ancient evolutionary history of mammalian nonshivering thermogenesis.,The fatty acid cycling model
The proton buffering model,Mitochondrial Uncoupling Proteins,Alkylsulfonates activate the uncoupling protein UCP1: implications for the transport mechanism.,Protons are translocated from the intermembrane space to the matrix
Respiratory electron transport,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",The mitochondrial electron transport and oxidative phosphorylation system.,Complex I oxidises NADH to NAD+; reduces CoQ to QH2
Complex I biogenesis,Respiratory electron transport,Assembly factors for the membrane arm of human complex I.,NUBPL binds 4Fe-4S
Mitochondrial Uncoupling Proteins,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",The role and structure of mitochondrial carriers.,The fatty acid cycling model
Complex I biogenesis,Respiratory electron transport,"Assembly of mitochondrial cytochrome c-oxidase, a complicated and highly regulated cellular process.",NUBPL binds 4Fe-4S
The proton buffering model,Mitochondrial Uncoupling Proteins,Uncoupling proteins: the issues from a biochemist point of view.,Protons are translocated from the intermembrane space to the matrix
The fatty acid cycling model,Mitochondrial Uncoupling Proteins,Anion carriers in fatty acid-mediated physiological uncoupling.,FA anion diffuses laterally to UCP
Mitochondrial Uncoupling Proteins,"Respiratory electron transport, ATP synthesis by chemiosmotic coupling, and heat production by uncoupling proteins.",Brown adipose tissue: function and physiological significance,The fatty acid cycling model
The fatty acid cycling model,Mitochondrial Uncoupling Proteins,On the mechanism of fatty acid-induced proton transport by mitochondrial uncoupling protein,FA anion diffuses laterally to UCP
