col0,col1,col2,col3
2MASS J18551191-3027239,15.714,144.82,0.0034
2MASS J18552039-3026523,16.442,140.64,0.0775
2MASS J18551842-3025181,16.111,141.44,0.0172
2MASS J16405539+3635433,14.55,-0.00084,0.0488
[CBG2010] 16105067,15.813,142.62,0.0293
2MASS J18551137-3032350,16.174,130.19,0.0418
2MASS J18550076-3034068,15.815,148.71,0.0018
2MASS J16413990+3635336,15.328,-0.00084,0.0875
2MASS J12484115-0151449,14.606,0.00053,0.1719
2MASS J11194967+2024515,14.159,0.00019,0.0372
SDSS J015923.70+062105.3,17.465,0.00065,0.05
SDSS J021057.43+000934.6,16.384,0.00048,0.0336
SDSS J164914.76+235909.6,17.567,0.00045,0.0321
SDSS J091856.28+220713.1,15.994,0.00016,0.0272
