col0,col1,col2,col3
M-13,Michigan State Trunkline Highway System,73.339,Michigan Department of Transportation
M-11,Michigan State Trunkline Highway System,20.84,Michigan Department of Transportation
M-10,Michigan State Trunkline Highway System,22.881,Michigan Department of Transportation
M-8,Michigan State Trunkline Highway System,5.491,Michigan Department of Transportation
State road 207,State highway,36.6,Lazio
River Road National Scenic Byway,Michigan State Trunkline Highway System,23.458,Michigan Department of Transportation
U.S. Route 141,Michigan State Trunkline Highway System,168.82,Michigan Department of Transportation
U.S. Route 23 in Michigan,Michigan State Trunkline Highway System,362.152,Michigan Department of Transportation
M-107,Michigan State Trunkline Highway System,9.576,Michigan Department of Transportation
Business M-28,Michigan State Trunkline Highway System,9.01,Michigan Department of Transportation
U.S. Route 41 in Michigan,Michigan State Trunkline Highway System,278.769,Michigan Department of Transportation
U.S. Route 2 in Michigan,Michigan State Trunkline Highway System,305.151,Michigan Department of Transportation
M-553,Michigan State Trunkline Highway System,19.618,Michigan Department of Transportation
M-35,Michigan State Trunkline Highway System,128.388,Michigan Department of Transportation
Business M-28,Michigan State Trunkline Highway System,4.873,Michigan Department of Transportation
