col0,col1,col2,col3
Dahongmen station,Jiaomen East station,China Standard Time,building under construction
Changchunqiao station,Chedaogou station,China Standard Time,metro station
Fengtai railway station,Beijing South railway station,China Standard Time,metro station
Erligou station,Chegongzhuang West station,China Standard Time,metro station
Dongdaqiao station,Hujialou station,China Standard Time,metro station
Dahongmen station,Jiaomen East station,China Standard Time,metro station
Changchunqiao station,Chedaogou station,China Standard Time,underground railway station
Dongdaqiao station,Hujialou station,China Standard Time,underground railway station
Dahongmen station,Jiaomen East station,China Standard Time,underground railway station
Beijing North railway station,Qinghe railway station,China Standard Time,railway station
