col0,col1,col2,col3
Tin Shui stop,MTR Light Rail fare zone 4,2,People's Republic of China
Ping Shan stop,MTR Light Rail fare zone 4,2,People's Republic of China
Locwood stop,MTR Light Rail fare zone 4,2,People's Republic of China
Hang Mei Tsuen stop,MTR Light Rail fare zone 4,2,People's Republic of China
Chestwood stop,MTR Light Rail fare zone 4,2,People's Republic of China
Tin Shui Wai stop,MTR Light Rail fare zone 4,3,People's Republic of China
Ginza stop,MTR Light Rail fare zone 4,2,People's Republic of China
Nai Wai stop,MTR Light Rail fare zone 3,2,People's Republic of China
Tin King stop,MTR Light Rail fare zone 3,3,People's Republic of China
San Wai stop,MTR Light Rail fare zone 3,2,People's Republic of China
