col0,col1,col2,col3
Hügelgräberfeld Lohnergut,Austria,Mörschwang,Denkmalgeschütztes Objekt
Hügelgräberfeld Urbarialwald,Austria,Zagersdorf,Denkmalgeschütztes Objekt
Hügelgräberfeld Führholz,Austria,Völkermarkt,Denkmalgeschütztes Objekt
Kalmoniemi,Finland,Rautavaara,registered archaeological site in Finland
Anivehmaanmäki,Finland,Pöytyä,registered archaeological site in Finland
Tryskä,Finland,Sauvo,registered archaeological site in Finland
Korvala,Finland,Sauvo,registered archaeological site in Finland
Alastalo,Finland,Masku,registered archaeological site in Finland
Nunnamäki,Finland,Masku,registered archaeological site in Finland
Franttilannummi - Junttilannummi,Finland,Mynämäki,registered archaeological site in Finland
Knaapin hiekkakuoppa,Finland,Lieto,registered archaeological site in Finland
