col0,col1,col2,col3
canton of Sierck-les-Bains,arrondissement of Thionville-Est,Grindorff-Bizing,Canton of Remich
canton of Cattenom,arrondissement of Thionville-Est,Entrange,Canton of Remich
canton of Sierck-les-Bains,arrondissement of Thionville-Est,Merschweiller,Canton of Remich
canton of Cattenom,arrondissement of Thionville-Est,Puttelange-lès-Thionville,Canton of Remich
canton of Sierck-les-Bains,arrondissement of Thionville-Est,Laumesfeld,Canton of Remich
canton of Cattenom,arrondissement of Thionville-Est,Berg-sur-Moselle,Canton of Remich
canton of Sierck-les-Bains,arrondissement of Thionville-Est,Haute-Kontz,Canton of Remich
canton of Cattenom,arrondissement of Thionville-Est,Évrange,Canton of Remich
canton of Sierck-les-Bains,arrondissement of Thionville-Est,Kirschnaumen,Canton of Remich
canton of Cattenom,arrondissement of Thionville-Est,Cattenom,Canton of Remich
canton of Sierck-les-Bains,arrondissement of Thionville-Est,Kerling-lès-Sierck,Canton of Remich
