col0,col1,col2,col3
In queste ore chiare,Roberto Soffici,LP record,Ricordi
Stereoequipe,Equipe 84,LP record,Ricordi
Io ho in mente te,Equipe 84,LP record,Ricordi
Casa mia,Equipe 84,LP record,Ricordi
Suite per una donna assolutamente relativa,Dik Dik,LP record,Ricordi
Amori d'altri tempi,Emilio Pericoli,LP record,Ricordi
Le cose dell'amore,Gino Paoli,LP record,Ricordi
Lucio Battisti Vol. 4,Lucio Battisti,LP record,Ricordi
SuperBobby,Bobby Solo,LP record,Ricordi
Il meglio di Bobby Solo,Bobby Solo,LP record,Ricordi
"Sognavo, amore mio",Milva,LP record,Ricordi
Dedicato a Milva da Ennio Morricone,Milva,LP record,Ricordi
