col0,col1,col2,col3
Cumberland County,Cumberland County,Godwin,Province of North Carolina
Halifax County,Halifax County,Halifax,Province of North Carolina
Craven County,Craven County,Bridgeton,Province of North Carolina
Cumberland County,Cumberland County,Spring Lake,Province of North Carolina
Craven County,Craven County,River Bend,Province of North Carolina
Cumberland County,Cumberland County,Vander,Province of North Carolina
Craven County,Craven County,Trent Woods,Province of North Carolina
Cumberland County,Cumberland County,Stedman,Province of North Carolina
Hertford County,Hertford County,Winton,Province of North Carolina
Cumberland County,Cumberland County,Falcon,Province of North Carolina
Craven County,Craven County,New Bern,Province of North Carolina
Cumberland County,Cumberland County,Fayetteville,Province of North Carolina
Davidson County,Davidson County,Wallburg,North Carolina
Hyde County,Hyde County,Swan Quarter,North Carolina
Currituck County,Currituck County,Currituck,North Carolina
