col0,col1,col2,col3,col4
1936 Hong Kong municipal election,1937 Hong Kong municipal election,1935 Hong Kong sanitary board election,Chau Sik-nin,councillor
1983 Hong Kong municipal election,1986 Hong Kong municipal elections,1981 Hong Kong municipal election,Hilton Cheong-Leen,councillor
1979 Hong Kong municipal election,1981 Hong Kong municipal election,1977 Hong Kong municipal election,Arnaldo de Oliveira Sales,councillor
2010 Marinduque local elections,2013 Marinduque local elections,"Philippine general election, 2007",Carmencita Reyes,governor
2010 Laguna local elections,2013 Laguna local elections,"Philippine general election, 2007",Emilio Ramon Ejercito,governor
1939 Hong Kong municipal election,1940 Hong Kong municipal election,1937 Hong Kong municipal election,Chau Sik-nin,councillor
1940 Hong Kong municipal election,1952 Hong Kong municipal election,1939 Hong Kong municipal election,Alberto Rodrigues,councillor
2013 Marinduque local elections,2016 Marinduque local elections,2010 Marinduque local elections,Carmencita Reyes,governor
2013 Laguna local elections,2016 Laguna local elections,2010 Laguna local elections,Emilio Ramon Ejercito,governor
1981 Hong Kong municipal election,1983 Hong Kong municipal election,1979 Hong Kong municipal election,Arnaldo de Oliveira Sales,councillor
