col0,col1,col2,col3
Dvcatvs Eboracensis,individual copy of a map,Yorkshire,1667-01-01
Denbigiensis Comitatus et Comitatus Flintensis,individual copy of a map,Flintshire,1667-01-01
Comitatvs Caernarvoniensis,individual copy of a map,Anglesey,1667-01-01
Montgomeria Comitatus et Comitatus Mervinia,individual copy of a map,Montgomeryshire,1667-01-01
Ceretica sive Cardiganensis Comitatus,individual copy of a map,Cardiganshire,1667-01-01
Penbrochia Comitatus et Comitatus Caermaridvnvm,individual copy of a map,Pembrokeshire,1667-01-01
Glamorganensis Comitatvs,individual copy of a map,Glamorgan,1667-01-01
Monvmethensis Comitatvs,individual copy of a map,Monmouthshire,1667-01-01
Comitatvs Brechiniæ,individual copy of a map,Brecknockshire,1667-01-01
Radnoria Comitatvs,individual copy of a map,Radnorshire,1667-01-01
Herefordia Comitatvs,individual copy of a map,Herefordshire,1667-01-01
Wallia Principatvs,individual copy of a map,Wales,1667-01-01
