col0,col1,col2,col3
Watertoren,Oude Terborgseweg,Doetinchem,Netherlands
Watertoren,Watertorenlaan,Vught,Netherlands
Watertoren Amstelveenseweg,Amstelveenseweg,Zuidas,Netherlands
Water tower of Meerkerk,Burgemeester Sloblaan,Meerkerk,Netherlands
Watertoren,Oldemarktseweg,Tuk,Netherlands
Watertoren,Schuwacht,Krimpen aan de Lek,Netherlands
Watertoren Amsterdam Spaklerweg,Spaklerweg,Overamstel,Netherlands
Watertoren,Winschoterweg,Oude Pekela,Netherlands
Watertoren,Westeinde,Moordrecht,Netherlands
Watertoren,Industrieweg,Mijdrecht,Netherlands
Water tower Stadskanaal,Ceresstraat,Stadskanaal,Netherlands
Poldertoren,de Deel,Emmeloord,Netherlands
Wasserturm,Waldstraße,Schweinheim,Germany
Watertoren Bontebrug,Hogeveld,Ulft,Netherlands
