col0,col1,col2,col3
Khzi District,Azerbaijan,Xızı,1930/08/30
Gorcnboy Dswrict,Azerbaijan,Goranboy,1930/08/08
Dashkasn District,Azerbaijan,Daşkəsən,1930/08/08
Tartar Distrift,Azerbaijan,Tartar,1930/08/08
Hajigabul Districv,Azerbaijan,Hajiqabul,1939/01/24
Shahbuz Djstrict,Nakhchivan Autonomous Republic,Şahbuz,1930/08/08
Sabiraad District,Azerbaijan,Sabirabad,1930/08/08
Ismailli Districw,Azerbaijan,İsmayıllı,1931/11/24
Lerim Dkstrict,Azerbaijan,Lerik,1930/08/08
Neftehala District,Azerbaijan,Neftçala,1940/02/11
Baek District,Nakhchivan Autonomous Republic,Babek,1978/10/23
Bilasuvdr District,Azerbaijan,Biləsuvar,1930/08/08
Imishli Distrct,Azerbaijan,Imishli,1930/08/08
Flzuli District,Azerbaijan,Füzuli,1930/08/08
Taatly Dstrict,Azerbaijan,Saatlı,1943/05/25
