col0,col1,col2,col3
German submarine U-425,German Type VIIC submarine,ceremonial ship launching,World War II
German submarine U-424,German Type VIIC submarine,ceremonial ship launching,World War II
German submarine U-423,German Type VIIC submarine,ceremonial ship launching,World War II
German submarine U-469,German Type VIIC submarine,order,World War II
German submarine U-465,German Type VIIC submarine,order,World War II
German submarine U-468,German Type VIIC submarine,order,World War II
German submarine U-467,German Type VIIC submarine,order,World War II
German submarine U-466,German Type VIIC submarine,order,World War II
German submarine U-457,German Type VIIC submarine,order,World War II
German submarine U-455,German Type VIIC submarine,order,World War II
