col0,col1,col2,col3,col4
"Ansitz Grünholz, Mildenbergstraße 1",Denkmalgeschütztes Objekt,Ansitz,Bregenz,Austria
"Ansitz Lößler, Mildenbergstraße 11",Denkmalgeschütztes Objekt,Ansitz,Bregenz,Austria
Ehregutaplatz 5,Denkmalgeschütztes Objekt,Ansitz,Bregenz,Austria
Ansitz Wellenstein,Denkmalgeschütztes Objekt,Ansitz,Lochau,Austria
Ansitz Amthof in Glödnitz,Denkmalgeschütztes Objekt,Ansitz,Glödnitz,Austria
Pardell Villanders,Cultural heritage monuments in South Tyrol,Ansitz,Villanders,Italy
Ansitz Berndorf,Cultural heritage monuments in South Tyrol,Ansitz,Bolzano,Italy
Ansitz Wohlgemutsheim,Denkmalgeschütztes Objekt,Ansitz,Baumkirchen,Austria
Ansitz Waidburg,Denkmalgeschütztes Objekt,Ansitz,Natters,Austria
Schloss Melans,Denkmalgeschütztes Objekt,Ansitz,Absam,Austria
