col0,col1,col2,col3
Morups Tånge,Admiralty List of Lights and Fog Signals,Johan Thomas Byström,canola
Falsterbo lighthouse,Admiralty List of Lights and Fog Signals,Olof Tempelman,canola
Marjaniemi lighthouse,Admiralty List of Lights and Fog Signals,Hampus Dalström,canola
Örskär lighthouse,Admiralty List of Lights and Fog Signals,Carl Hårleman,canola
Kullen lighthouse,Admiralty List of Lights and Fog Signals,Magnus Dahlander,bituminous coal
Falsterbo lighthouse,Admiralty List of Lights and Fog Signals,Olof Tempelman,bituminous coal
Häradskär lighthouse,Admiralty List of Lights and Fog Signals,Gustaf von Heidenstam,acetylene
Märket lighthouse,Admiralty List of Lights and Fog Signals,Georg Schreck,acetylene
Bengtskär lighthouse,Admiralty List of Lights and Fog Signals,Florentin Granholm,acetylene
Falsterbo lighthouse,Admiralty List of Lights and Fog Signals,Olof Tempelman,acetylene
Ulkokalla Lighthouse,Finnish List of Lights,Hampus Dalström,acetylene
Sälskär lighthouse,Finnish List of Lights,Hampus Dalström,acetylene
Marjaniemi lighthouse,Finnish List of Lights,Hampus Dalström,acetylene
