col0,col1,col2,col3
Castra of Ocna Sibiului,historic monument,Ocna Sibiului,castrum
Castra of Ighiu,historic monument,Ighiu,castrum
Castra of Hinova,historic monument,Hinova,castrum
Castra of Duleu - Odăi,historic monument,Duleu,castrum
Castra of Desa,historic monument,Desa,castrum
Castra of Crâmpoia,historic monument,Crâmpoia,castrum
Castra of Cristești,historic monument,Cristești,castrum
Castra of Costești,historic monument,Costești-Deal,castrum
Castra of Cornuțel,historic monument,Cornuțel,castrum
Castra of Chitid,historic monument,Chitid,castrum
Castra of Băneasa,historic monument,Băneasa,castrum
Castra of Bucium,historic monument,Bucium,castrum
Castra of Brusturi,historic monument,Brusturi,castrum
Castra of Basarabi-Murfatlar,historic monument,Murfatlar,castrum
Castra of Albești,historic monument,Albești,castrum
