col0,col1,col2,col3
Museum of natural history Toulouse MHNT ETH.AC.NC.202,Muséum de Toulouse,necklace,anonymous
Museum of natural history Toulouse MHNT ETH.AC.NC.200,Muséum de Toulouse,necklace,anonymous
Museum of natural history Toulouse MHNT ETH.AC.NC.198,Muséum de Toulouse,necklace,anonymous
Museum of natural history Toulouse MHNT ETH.AC.NC.197,Muséum de Toulouse,necklace,anonymous
Museum of natural history Toulouse MHNT ETH.AC.NC.179,Muséum de Toulouse,necklace,anonymous
Museum of natural history Toulouse MHNT ETH.AC.NC.177,Muséum de Toulouse,necklace,anonymous
Swan pendant,Rijksmuseum,necklace,Philippe Wolfers
Necklace,Cleveland Museum of Art,necklace,John Paul Miller
Necklace with Pendant Brooch,Cleveland Museum of Art,necklace,John Paul Miller
Taft Anniversary Necklace,Cleveland Museum of Art,necklace,John Paul Miller
The van Reynegom ceremonial guild chain,King Baudouin Foundation,necklace,Petrus Van Eesbeeck
Chain of the Guild of Archers,King Baudouin Foundation,necklace,anonymous
