col0,col1,col2,col3
Altdorf,city of Switzerland,Altdorf bei Nürnberg,Uri
Zug,city of Switzerland,Fürstenfeld,Canton of Zug
Sion,city of Switzerland,Columbus,canton of Valais
Frauenfeld,city of Switzerland,Kufstein,Thurgau
Delémont,city of Switzerland,Belfort,Canton of Jura
Fribourg,city of Switzerland,Changsha,Sarine District
St. Gallen,city of Switzerland,Liberec,Canton of St. Gallen
Aarau,city of Switzerland,Delft,Aargau
Solothurn,cantonal capital of Switzerland,Heilbronn,Canton of Solothurn
Altdorf,cantonal capital of Switzerland,Altdorf bei Nürnberg,Uri
Zug,cantonal capital of Switzerland,Fürstenfeld,Canton of Zug
Sion,cantonal capital of Switzerland,Columbus,canton of Valais
Frauenfeld,cantonal capital of Switzerland,Kufstein,Thurgau
