col0,col1,col2,col3,col4
arrondissement of Ouled Djellal,former administrative territorial entity,1958-01-01,1962-01-01,Aumale Department
Arrondissement of Touggourt,arrondissement of France,1960-01-01,1962-01-01,Oasis Department
Arrondissement of Tindouf,arrondissement of France,1957-01-01,1962-01-01,Saoura Department
Arrondissement of Timimoun,arrondissement of France,1957-01-01,1962-01-01,Saoura Department
Arrondissement of Tamanrasset,arrondissement of France,1960-01-01,1962-01-01,Oasis Department
Arrondissement of Ouargla,arrondissement of France,1957-01-01,1962-01-01,Oasis Department
Arrondissement of Laghouat,arrondissement of France,1957-01-01,1962-01-01,Oasis Department
Arrondissement of In-Salah,arrondissement of France,1960-01-01,1962-01-01,Oasis Department
Arrondissement of Ghardaïa,arrondissement of France,1960-01-01,1962-01-01,Oasis Department
Arrondissement of El-Oued,arrondissement of France,1960-01-01,1962-01-01,Oasis Department
Arrondissement of El-Goléa,arrondissement of France,1960-01-01,1962-01-01,Oasis Department
Arrondissement of El Abiodh Sidi Cheikh,arrondissement of France,1957-01-01,1962-01-01,Saoura Department
Arrondissement of Djanet,arrondissement of France,1957-01-01,1962-01-01,Oasis Department
