col0,col1,col2,col3,col4
Young Lakes,Tuolumne County,Young Lakes,United States of America,Yosemite Wilderness
McCabe Lakes,Tuolumne County,McCabe Lakes,United States of America,Yosemite Wilderness
Twin Lakes,Tuolumne County,Twin Lakes,United States of America,Yosemite Wilderness
Inferno Lakes,Tuolumne County,Inferno Lakes,United States of America,Yosemite Wilderness
Ten Lakes,Tuolumne County,Ten Lakes,United States of America,Yosemite Wilderness
Gaylor Lakes,Tuolumne County,Gaylor Lakes,United States of America,Yosemite Wilderness
Sunrise Lakes,Mariposa County,Sunrise Lakes,United States of America,Yosemite Wilderness
Grant Lakes,Mariposa County,Grant Lakes,United States of America,Yosemite Wilderness
Hart Lakes,Mariposa County,Hart Lakes,United States of America,Yosemite Wilderness
Chilnualna Lakes,Mariposa County,Chilnualna Lakes,United States of America,Yosemite Wilderness
Polly Dome Lakes,Mariposa County,Polly Dome Lakes,United States of America,Yosemite Wilderness
Chain Lakes,Madera County,Chain Lakes,United States of America,Yosemite Wilderness
Spotted Lakes,Madera County,Spotted Lakes,United States of America,Yosemite Wilderness
