col0,col1,col2,col3,col4
Grand Prix de Wallonie 1974,Freddy Maertens,road bicycle racing,1974-03-21,Grand Prix de Wallonie 1973
Grand Prix de Wallonie 1973,Walter Godefroot,road bicycle racing,1973-03-21,Grand Prix de Wallonie 1972
Grand Prix de Wallonie 1972,Jos van der Vleuten,road bicycle racing,1972-04-18,Grand Prix de Wallonie 1971
Grand Prix de Wallonie 1971,Felice Gimondi,road bicycle racing,1971-04-20,Grand Prix de Wallonie 1970
Grand Prix de Wallonie 1970,Ferdinand Bracke,road bicycle racing,1970-04-14,Grand Prix de Wallonie 1950
Grand Prix de Wallonie 1950,Nello Sforacchi,road bicycle racing,1950-04-26,Grand Prix de Wallonie 1949
Grand Prix de Wallonie 1949,Jacques Geus,road bicycle racing,1949-05-08,Grand Prix de Wallonie 1944
Grand Prix de Wallonie 1944,Joseph Somers,road bicycle racing,1944-07-16,Grand Prix de Wallonie 1943
Grand Prix de Wallonie 1943,Richard Depoorter,road bicycle racing,1943-07-18,Grand Prix de Wallonie 1942
Grand Prix de Wallonie 1942,Emiel Faignaert,road bicycle racing,1942-08-23,Grand Prix de Wallonie 1939
Grand Prix de Wallonie 1939,Adolf Braeckeveldt,road bicycle racing,1939-06-25,Grand Prix de Wallonie 1938
Grand Prix de Wallonie 1938,Adolf Braeckeveldt,road bicycle racing,1938-05-29,Grand Prix de Wallonie 1937
Grand Prix de Wallonie 1937,René Pedroli,road bicycle racing,1937-06-20,Grand Prix de Wallonie 1936
