col0,col1,col2,col3
Baumbusch bei Medelsheim,Baumbusch bei Medelsheim,Special Area of Conservation,Germany
Muschelkalkhänge bei Bebelsheim u. Wittersheim,Muschelkalkhänge bei Bebelsheim u. Wittersheim,Special Area of Conservation,Germany
"Birzberg, Honigsack/Kappelberghang bei Fechingen","Birzberg, Honigsack/Kappelberghang bei Fechingen",Special Area of Conservation,Germany
Röllbachschlucht und Lateswald bei Nennig,Röllbachschlucht und Lateswald bei Nennig,Special Area of Conservation,Germany
Hammelsberg u. Atzbüsch bei Perl,Hammelsberg u. Atzbüsch bei Perl,Special Area of Conservation,Germany
Glücksburger Heide,Glücksburger Heide,Special Area of Conservation,Germany
Mahlpfuhler Fenn,Mahlpfuhler Fenn,Special Area of Conservation,Germany
Ostseeküste am Brodtener Ufer,Ostseeküste am Brodtener Ufer,Special Area of Conservation,Germany
NSG Schwansener See,NSG Schwansener See,Special Area of Conservation,Germany
NSG Hahnheide,NSG Hahnheide,Special Area of Conservation,Germany
