col0,col1,col2,col3,col4
Aemilia gens,ancient Rome,Aemilii Paulli,feminine,1870 Dictionary of Greek and Roman Biography and Mythology
Calpurnia gens,ancient Rome,Calpurnii Pisones,feminine,1870 Dictionary of Greek and Roman Biography and Mythology
Licinia gens,ancient Rome,Licinii Murenae,feminine,1870 Dictionary of Greek and Roman Biography and Mythology
Sempronia gens,ancient Rome,Sempronii Gracchi,feminine,1870 Dictionary of Greek and Roman Biography and Mythology
Licinia gens,ancient Rome,Licinii Crassi,feminine,1870 Dictionary of Greek and Roman Biography and Mythology
Sempronia gens,ancient Rome,Sempronii Atratini,feminine,1870 Dictionary of Greek and Roman Biography and Mythology
Aemilia gens,ancient Rome,Aemilii Lepidi,feminine,1870 Dictionary of Greek and Roman Biography and Mythology
Claudia gens,ancient Rome,Klaudiusz Marcellus,feminine,1870 Dictionary of Greek and Roman Biography and Mythology
Julia gens,ancient Rome,Julii Caesares,feminine,1870 Dictionary of Greek and Roman Biography and Mythology
Licinia gens,ancient Rome,Licinius Calvus,feminine,1870 Dictionary of Greek and Roman Biography and Mythology
Aemilia gens,ancient Rome,Aemilii Regilli,feminine,1870 Dictionary of Greek and Roman Biography and Mythology
