col0,col1,col2,col3
sodium sulfite heptahydrate,sodium sulfite,sodium salt,252.01
barium hydroxide monohydrate,barium hydroxide,metal hydroxide,189.921
barium hydroxide octahydrate,barium hydroxide,metal hydroxide,315.995
titanium hydroxide monohydrate,titanium hydroxide,metal hydroxide,133.969
nickel carbonate hydroxide tetrahydrate,nickel carbonate hydroxide,metal hydroxide,375.839
barium hydroxide monohydrate,barium hydroxide,hydrate,189.921
ondansetron hydrochloride hydrate,ondansetron hydrochloride,hydrate,365.151
potassium sulfide pentahydrate,Potassium sulfide,hydrate,199.952
sodium carbonate decahydrate,sodium carbonate,hydrate,286.07
calcium chloride monohydrate,calcium chloride,hydrate,127.911
cerous carbonate pentahydrate,cerium(III) carbonate,hydrate,549.818
