col0,col1,col2,col3
USS Kraken,World War II,Mateo García de los Reyes,Manitowoc Shipbuilding Company
USS Guitarro,World War II,Rhinobatidae,Manitowoc Shipbuilding Company
USS Batfish,World War II,bat ray,Portsmouth Naval Shipyard
USS Blueback,World War II,salmon,General Dynamics Electric Boat
USS Bergall,World War II,bergall,General Dynamics Electric Boat
USS Cobia,World War II,cobia,General Dynamics Electric Boat
USS Croaker,World War II,Sciaenidae,General Dynamics Electric Boat
USS Icefish,World War II,Odobenus rosmarus,Manitowoc Shipbuilding Company
USS Bowfin,World War II,Amia calva,Portsmouth Naval Shipyard
USS Drum,World War II,Sciaenidae,Portsmouth Naval Shipyard
