col0,col1,col2,col3
Twenty-seventh Amendment of the Constitution of India,India,1971-12-30,1971-12-30
Twenty-sixth Amendment of the Constitution of India,India,1971-12-28,1971-12-28
Seventeenth Amendment of the Constitution of India,India,1964-06-20,1964-06-20
Sixteenth Amendment of the Constitution of India,India,1963-10-05,1963-10-05
Fifteenth Amendment of the Constitution of India,India,1963-10-05,1963-10-05
Thirteenth Amendment of the Constitution of India,India,1963-12-01,1962-12-28
Ninth Amendment of the Constitution of India,India,1961-01-17,1960-12-28
Seventh Amendment of the Constitution of India,India,1956-11-01,1956-10-19
Fourth Amendment of the Constitution of India,India,1955-04-27,1955-04-27
Forty-fourth Amendment of the Constitution of India,India,1979-06-20,1979-04-30
One Hundred and Second Amendment of the Constitution of India,India,2018-08-15,2018-08-11
One Hundred and Third Amendment of the Constitution of India,India,2019-01-14,2019-01-12
Forty-third Amendment of the Constitution of India,India,1977-02-01,1978-04-13
