col0,col1,col2,col3
Fruit Still Life,painting,public domain,Biblioteca Museu Víctor Balaguer
Young Hunter,painting,public domain,Biblioteca Museu Víctor Balaguer
Marina,painting,public domain,Biblioteca Museu Víctor Balaguer
In Thermopylae,painting,public domain,Biblioteca Museu Víctor Balaguer
The Holy Family,painting,public domain,Biblioteca Museu Víctor Balaguer
Cimon and Pero / Roman Charity,painting,public domain,Biblioteca Museu Víctor Balaguer
Jesus with the Cross Around his Neck,painting,public domain,Biblioteca Museu Víctor Balaguer
Landscape with River,painting,public domain,Biblioteca Museu Víctor Balaguer
"Coyote and Indian, Chamiso",painting,public domain,Biblioteca Museu Víctor Balaguer
"7. Of Spanish and Mulata, Moorish",painting,public domain,Biblioteca Museu Víctor Balaguer
"3 from Spain and Castiza, Spanish",painting,public domain,Biblioteca Museu Víctor Balaguer
Interior Families,painting,public domain,Biblioteca Museu Víctor Balaguer
1 From Spanish and India comes Mestizo,painting,public domain,Biblioteca Museu Víctor Balaguer
A Merry Drinker,painting,public domain,Auguste Marie Raymond d'Arenberg
Two Boys Singing to a Blank Wall,painting,public domain,Auguste Marie Raymond d'Arenberg
