col0,col1,col2,col3
European Liberal Democrat and Reform Party Group,Group of the European Liberal Democrat and Reform Party,1976-01-01,2004-07-20
European Radical Alliance,Group of the European Radical Alliance,1994-07-19,1999-07-20
Technical Group of Independents,Technical Group of Independent Members – mixed group,1999-07-20,2001-10-04
Technical Group of Independents,Group for the Technical Coordination and Defence of Independent Groups and Members,1979-07-17,1984-07-23
European Democratic Alliance,Group of the European Democratic Alliance,1984-07-24,1995-07-06
European Right,Group of the European Right,1984-07-24,1989-07-24
European Democrats,European Democratic Group,1979-07-17,1992-05-01
Europe of Democracies and Diversities,Europe of Democracies and Diversities Group,1999-07-20,2004-07-20
Europe of Freedom and Direct Democracy,Europe of freedom and direct democracy Group,2014-06-24,2019-06-01
Union for Europe of the Nations,Union for Europe of the Nations Group,1999-07-20,2009-07-13
Independence/Democracy,Independence/Democracy Group in the European Parliament,2004-07-20,2009-07-13
