col0,col1,col2,col3
Los Pozos District,Herrera Province,Panama,385.5
Parita District,Herrera Province,Panama,352.8
Ocú District,Herrera Province,Panama,618.4
Las Minas District,Herrera Province,Panama,468.9
Chitré District,Herrera Province,Panama,87.8
Olá District,Coclé Province,Panama,385.7
Antón District,Coclé Province,Panama,747.8
Aguadulce District,Coclé Province,Panama,469.3
Natá District,Coclé Province,Panama,605.2
La Pintada District,Coclé Province,Panama,1030
Santa Isabel District,Colón Province,Panama,727.2
Chagres District,Colón Province,Panama,445.4
Donoso District,Colón Province,Panama,1826.1
