col0,col1,col2,col3
Development of functional genomic tools in trematodes: RNA interference and luciferase reporter gene activity in Fasciola hepatica,PLOS Neglected Tropical Diseases,"RNA interference of Schistosoma mansoni cathepsin D, the apical enzyme of the hemoglobin proteolysis cascade",infectious disease
High throughput selection of effective serodiagnostics for Trypanosoma cruzi infection,PLOS Neglected Tropical Diseases,Chagas' disease: application of TESA-blot in inconclusive sera from a Brazilian blood bank.,Trypanosoma cruzi
Development of functional genomic tools in trematodes: RNA interference and luciferase reporter gene activity in Fasciola hepatica,PLOS Neglected Tropical Diseases,Potential role of a CD36-like class B scavenger receptor in the binding of modified low-density lipoprotein (acLDL) to the tegumental surface of Schistosoma mansoni sporocysts.,infectious disease
High throughput selection of effective serodiagnostics for Trypanosoma cruzi infection,PLOS Neglected Tropical Diseases,Synthetic protein transduction domains: enhanced transduction potential in vitro and in vivo.,Trypanosoma cruzi
Development of functional genomic tools in trematodes: RNA interference and luciferase reporter gene activity in Fasciola hepatica,PLOS Neglected Tropical Diseases,Characterisation of the cysteine protease ER60 in transgenic Schistosoma mansoni larvae.,infectious disease
High throughput selection of effective serodiagnostics for Trypanosoma cruzi infection,PLOS Neglected Tropical Diseases,Identification of humoral immune responses in protein microarrays using DNA microarray data analysis techniques.,Trypanosoma cruzi
Development of functional genomic tools in trematodes: RNA interference and luciferase reporter gene activity in Fasciola hepatica,PLOS Neglected Tropical Diseases,Proteomic analysis of Fasciola hepatica excretory-secretory products.,infectious disease
High throughput selection of effective serodiagnostics for Trypanosoma cruzi infection,PLOS Neglected Tropical Diseases,Immunological and clinical evaluation of chagasic patients subjected to chemotherapy during the acute phase of Trypanosoma cruzi infection 14-30 years ago,Trypanosoma cruzi
Development of functional genomic tools in trematodes: RNA interference and luciferase reporter gene activity in Fasciola hepatica,PLOS Neglected Tropical Diseases,Draft genome of the filarial nematode parasite Brugia malayi,infectious disease
High throughput selection of effective serodiagnostics for Trypanosoma cruzi infection,PLOS Neglected Tropical Diseases,"The Genome Sequence of Trypanosoma cruzi, Etiologic Agent of Chagas Disease",Trypanosoma cruzi
Vorinostat in solid and hematologic malignancies,Journal of Hematology & Oncology,Synergistic induction of mitochondrial damage and apoptosis in human leukemia cells by flavopiridol and the histone deacetylase inhibitor suberoylanilide hydroxamic acid (SAHA).,amine
Effectiveness of early interventions for substance-using adolescents: findings from a systematic review and meta-analysis.,"Substance Abuse Treatment, Prevention, and Policy",Smoking cessation interventions for adolescents: a systematic review.,meta-analysis
Vorinostat in solid and hematologic malignancies,Journal of Hematology & Oncology,Histone deacetylase inhibitors and the promise of epigenetic (and more) treatments for cancer,amine
Global Assessment of Schistosomiasis Control Over the Past Century Shows Targeting the Snail Intermediate Host Works Best,PLOS Neglected Tropical Diseases,Elimination of schistosomiasis transmission in Zanzibar: baseline findings before the onset of a randomized intervention trial,infection control
