col0,col1,col2,col3,col4
が,hiragana,Japan,か,kana character
ゐ,hiragana,Japan,ヰ,kana character
ゑ,hiragana,Japan,ヱ,kana character
を,hiragana,Japan,ヲ,kana character
わ,hiragana,Japan,ワ,kana character
ろ,hiragana,Japan,ロ,kana character
れ,hiragana,Japan,レ,kana character
る,hiragana,Japan,ル,kana character
り,hiragana,Japan,リ,kana character
ら,hiragana,Japan,ラ,kana character
よ,hiragana,Japan,ヨ,kana character
ゆ,hiragana,Japan,ユ,kana character
や,hiragana,Japan,ヤ,kana character
も,hiragana,Japan,モ,kana character
め,hiragana,Japan,メ,kana character
