col0,col1,col2,col3
La Révolution surréaliste,Galerie 1,Isabelle Merly,2002-06-24
Lucio Fontana : Rétrospective,Palais de Tokyo,Choghakate Kazarian,2014-08-24
Simon Hantaï,Galerie 1,Isabelle Monod-Fontaine,2013-09-02
Lucio Fontana : Rétrospective,Palais de Tokyo,Sébastien Gokalp,2014-08-24
Giorgio De Chirico : La fabrique des rêves,Palais de Tokyo,Jacqueline Munck,2009-05-24
Berthe Morisot,Musée d'Orsay,Sylvie Patry,2019-09-22
Le Cubisme,Galerie 1,Christian Briend,2019-02-25
The Armory Show at 100,New-York Historical Society,Marilyn Satin Kushner,2014-02-23
"Apollinaire, the vision of the poet",Musée de l'Orangerie,Cécile Girardeau,2016-07-18
Private Collections: A Journey of the Impressionists to the Wild Animals,Musée Marmottan Monet,Marianne Mathieu,2019-02-10
Pop Art - Icons that matter,musée Maillol,David Breslin,2018-01-21
Alphonse Mucha,Luxembourg Museum,Tomoko Sato,2019-01-27
Le Cubisme,Galerie 1,Brigitte Leal,2019-02-25
Wild Souls Symbolism in the Baltic countries,Musée d'Orsay,Rodolphe Rapetti,2018-07-15
