col0,col1,col2,col3,col4
Strahlenfelser Schlossberg,archaeological site,Germany,architectural heritage monument in Bavaria,Simmelsdorf
Kath. Pfarrkirche Mariae Himmelfahrt in Pommelsbrunn,feature,Germany,architectural heritage monument in Bavaria,Pommelsbrunn
Schloss in Happurg,feature,Germany,architectural heritage monument in Bavaria,Happurg
Schlosskirche in Happurg,feature,Germany,architectural heritage monument in Bavaria,Happurg
Evangelisch-lutherisch Filialkirche in Happurg,feature,Germany,architectural heritage monument in Bavaria,Happurg
Evangelisch-lutherisch Pfarrkirche St. Maria und St. Georg in Happurg,feature,Germany,architectural heritage monument in Bavaria,Happurg
Evangelisch-lutherisch Kapelle St. Margaretha in Alfeld,feature,Germany,architectural heritage monument in Bavaria,Alfeld
Evangelisch-lutherisch Pfarrkirche St. Bartholomäus in Alfeld,feature,Germany,architectural heritage monument in Bavaria,Alfeld
Ehemaliges Bürgerspital in Hersbruck,feature,Germany,architectural heritage monument in Bavaria,Hersbruck
Evangelisch-lutherisch Pfarrkirche St. Maria in Hersbruck,feature,Germany,architectural heritage monument in Bavaria,Hersbruck
Evangelisch-lutherisch Pfarrkirche St. Thomas in Hersbruck,feature,Germany,architectural heritage monument in Bavaria,Hersbruck
Kapelle Allerheiligen und Sankt Ägidien,feature,Germany,architectural heritage monument in Bavaria,Engelthal
Evangelisch-Evangelische Pfarrkirche St. Johannes d. T. in Engelthal,feature,Germany,architectural heritage monument in Bavaria,Engelthal
Evang.-Luth. Pfarrkirche St. Maria in Vorra,feature,Germany,architectural heritage monument in Bavaria,Vorra
