col0,col1,col2,col3
Pond Bern Botanical Garden,pond,Bern Botanical Garden,Bern
Lišovský,pond,Máj,České Budějovice 2
Mladohaklovský,pond,Vrbenské rybníky,České Budějovice 2
Velký Vávrovský,pond,Vrbenské rybníky,České Budějovice 2
Karlsbergweiher,pond,Karlsberg Castle,Homburg
Shobu-ike Pond,pond,Oshino Hakkai,Oshino
Kagami-ike Pond,pond,Oshino Hakkai,Oshino
Nigori-ike Pond,pond,Oshino Hakkai,Oshino
Waku-ike Pond,pond,Oshino Hakkai,Oshino
Choshi-ike Pond,pond,Oshino Hakkai,Oshino
Sokonashi-ike Pond,pond,Oshino Hakkai,Oshino
