col0,col1,col2,col3
Crossbow Fibula,Cleveland Museum of Art Open Access project,Crossbow Fibula,public domain
Fibula,Cleveland Museum of Art Open Access project,Fibula,public domain
Fibula,Cleveland Museum of Art Open Access project,Fibula,public domain
Crossbow Fibula,Cleveland Museum of Art Open Access project,Crossbow Fibula,public domain
S-Shaped Fibula,Cleveland Museum of Art Open Access project,S-Shaped Fibula,public domain
Bow Fibula,Cleveland Museum of Art Open Access project,Bow Fibula,public domain
Fibula,Cleveland Museum of Art Open Access project,Fibula (Pin),public domain
Bow Fibula,Cleveland Museum of Art Open Access project,Bow Fibula,public domain
Fibulae,Cleveland Museum of Art Open Access project,Fibulae,public domain
Bow Fibula,Cleveland Museum of Art Open Access project,Bow Fibula,public domain
