col0,col1,col2,col3
Daly Creek Member,United States of America,Yellowstone Province,Wyoming
Dad Sandstone Member,United States of America,Green River Basin,Wyoming
Daly Creek Member,United States of America,Montana Folded Belt,Montana
Baker Canyon Conglomerate Member,United States of America,Santa Ana Mountains,California
Rainstorm Member,United States of America,Great Basin,California
Whiterock Bluff Shale Member,United States of America,California Coast Ranges,California
Saucelito Member,United States of America,California Coast Ranges,California
Redrock Canyon Sandstone Member,United States of America,California Coast Ranges,California
Phoenix Member,United States of America,California Coast Ranges,California
Barker Dome Tongue,United States of America,United States of America,New Mexico
Gateway Canyon Member,United States of America,Gateway Canyon,Arizona
