col0,col1,col2,col3
Prime Minister of Luxembourg,Luxembourg,Xavier Bettel,1848-08-01
Governor-General of Belize,Belize,Colville Young,1981-09-21
King of Saudi Arabia,Saudi Arabia,Salman of Saudi Arabia,1932-09-22
President of Palau,Palau,Tommy Remengesau,1981-03-02
President of Serbia,Serbia,Aleksandar Vučić,1991-01-11
Prime Minister of Samoa,Samoa,Tuilaepa Aiono Sailele Malielegaoi,1959-10-01
President of Montenegro,Montenegro,Filip Vujanović,1990-12-23
President of Angola,Angola,João Lourenço,1975-11-11
Prime Minister of Serbia,Serbia,Ana Brnabić,1805-08-27
President of North Macedonia,North Macedonia,Stevo Pendarovski,1991-04-16
President of Guyana,Guyana,David A. Granger,1970-02-23
Prime Minister of Latvia,Latvia,Arturs Krišjānis Kariņš,1918-11-19
Governor-General of Tuvalu,Tuvalu,Sir Iakoba Italeli,1978-10-01
