col0,col1,col2,col3,col4
Hinaimachi-Ougita,Japan,Hinai,Kitaakita District,1889-04-01
Hinaimachi-Okuzo,Japan,Hinai,Kazuno District,1889-04-01
Hinaimachi-Ougita,Japan,Hinai,Ōdate,1889-04-01
Yamase,Japan,Tashiro,Kitaakita District,1889-04-01
Futsunai,Japan,Gojōme,Kitaakita District,1889-04-01
Osarizawa,Japan,Kazuno,Kitaakita District,1889-04-01
Miyagawa,Japan,Hachimantai,Kazuno District,1889-04-01
Osarizawa,Japan,Kazuno,Kazuno District,1889-04-01
Yamase,Japan,Tashiro,Minamitsugaru District,1889-04-01
Futsunai,Japan,Gojōme,Minamiakita District,1889-04-01
Miyagawa,Japan,Hachimantai,Semboku District,1889-04-01
