col0,col1,col2,col3,col4
Groeve Nieuw Paradijsbergske,Valkenburg aan de Geul,quarry,Geulhem,Netherlands
Groeve het Paradijsbergske I,Valkenburg aan de Geul,quarry,Geulhem,Netherlands
Groeve het Paradijsbergske II,Valkenburg aan de Geul,quarry,Geulhem,Netherlands
Groeve het Paradijsbergske III,Valkenburg aan de Geul,quarry,Geulhem,Netherlands
Koepelgroeve,Valkenburg aan de Geul,quarry,Geulhem,Netherlands
Studentengroeve,Valkenburg aan de Geul,quarry,Geulhem,Netherlands
Heidegroeve,Valkenburg aan de Geul,quarry,Geulhem,Netherlands
Barakkengroeve,Valkenburg aan de Geul,quarry,Geulhem,Netherlands
Amorgroeve,Valkenburg aan de Geul,quarry,Geulhem,Netherlands
Slangenberggroeve,Valkenburg aan de Geul,quarry,Geulhem,Netherlands
Mussenputgroeve,Valkenburg aan de Geul,quarry,Geulhem,Netherlands
