col0,col1,col2,col3
Develi railway station,island platform,wheelchair accessible,İZBAN A.Ş.
Torbalı railway station,island platform,wheelchair accessible,İZBAN A.Ş.
Alsancak railway station,island platform,wheelchair accessible,İZBAN A.Ş.
Ulukent railway station,island platform,wheelchair accessible,İZBAN A.Ş.
Torbalı railway station,side platform,wheelchair accessible,Türkiye Cumhuriyeti Devlet Demiryolları
Alsancak railway station,side platform,wheelchair accessible,Türkiye Cumhuriyeti Devlet Demiryolları
Pancar railway station,island platform,wheelchair accessible,Türkiye Cumhuriyeti Devlet Demiryolları
Torbalı railway station,island platform,wheelchair accessible,Türkiye Cumhuriyeti Devlet Demiryolları
Alsancak railway station,island platform,wheelchair accessible,Türkiye Cumhuriyeti Devlet Demiryolları
Demirköprü railway station,side platform,wheelchair accessible,İZBAN A.Ş.
Cumaovası railway station,side platform,wheelchair accessible,İZBAN A.Ş.
