col0,col1,col2,col3
Riviera Ligure di Ponente Ormeasco superiore,Italian wine,1988-03-31,Denominazione di origine controllata
Riviera Ligure di Ponente Ormeasco Riviera dei Fiori,Italian wine,1988-03-31,Denominazione di origine controllata
Barolo,Italian wine,1966-04-23,Denominazione di Origine Controllata e Garantita
Gattinara DOCG,Italian wine,1990-10-20,Denominazione di Origine Controllata e Garantita
Barbaresco,Italian wine,2011-11-30,Denominazione di Origine Controllata e Garantita
Vino Nobile di Montepulciano,Italian wine,1989-06-14,Denominazione di Origine Controllata e Garantita
Amarone,Italian wine,2011-11-30,Denominazione di Origine Controllata e Garantita
Dolcetto di Dogliani,Italian wine,2011-04-04,Denominazione di Origine Controllata e Garantita
Brachetto d'Acqui,Italian wine,1996-04-24,Denominazione di Origine Controllata e Garantita
Bardolino DOC,Italian wine,1968-05-28,Denominazione di origine controllata
Barbera d’Alba,Italian wine,1970-05-27,Denominazione di origine controllata
Erbaluce di Caluso,Italian wine,1967-07-09,Denominazione di origine controllata
