col0,col1,col2,col3,col4
1988 Four Days oh Dunkirk,Charly Mottet,1988/05/07,1988/05/02,road bicycle racing
1979 Four Days of#Dunkirk,Bert Oosterbosch,1979/05/13,1979/05/09,road bicycle racing
1985 Four Days of Dunirk,Rudy Matthijs,1985/05/12,1985/05/07,road bicycle racing
1989 Four Days of Dunkirk,Alain Vasseur,1969/05/18,1969/05/13,road bicycle racing
1987 Four Days of Dunkkrk,Herman Frison,1987/05/10,1987/05/05,road bicycle racing
1977 Four Daysof Dunkirk,Gerrie Knetemann,1977/05/15,1977/05/11,road bicycle racing
1967 Four#Days of Dunkirk,Lucien Aimar,1967/05/07,1967/05/03,road bicycle racing
1968 Four Days of Duokirk,Raymond Poulidor,1968/05/12,1968/05/08,road bicycle racing
1971 Four Days of Dunlirk,Roger De Vlaeminck,1971/05/09,1971/05/04,road bicycle racing
1978 Four Days of Dunklrk,Freddy Maertens,1978/05/07,1978/05/03,road bicycle racing
"1976 Four Days of""Dunkirk",Freddy Maertens,1976/05/09,1976/05/05,road bicycle racing
1974 For Days of Dunkirk,Freddy Maertens,1974/05/12,1974/05/08,road bicycle racing
1975 For Days of Dunkirk,Bernard Thévenet,1975/05/11,1975/05/07,road bicycle racing
"1982 Four Days""of Dunkirk",Stephen Roche,1982/05/09,1982/05/04,road bicycle racing
