col0,col1,col2,col3,col4
Borobia,municipality of Spain,UTC+01:00,Celtiberian Range,Manubles river
Carabantes,municipality of Spain,UTC+01:00,Celtiberian Range,Caraban river
Ses Salines,municipality of Spain,UTC+01:00,Majorca,Mediterranean Sea
Belver de los Montes,municipality of Spain,UTC+01:00,Tierra de Campos,río Sequillo
"Moros, Zaragoza",municipality of Spain,UTC+01:00,Celtiberian Range,Manubles river
Villanueva de los Caballeros,municipality of Spain,UTC+01:00,Tierra de Campos,río Sequillo
Felanitx,municipality of Spain,UTC+01:00,Majorca,Mediterranean Sea
Campos,municipality of Spain,UTC+01:00,Majorca,Mediterranean Sea
Artà,municipality of Spain,UTC+01:00,Majorca,Mediterranean Sea
Torrelapaja,municipality of Spain,UTC+01:00,Celtiberian Range,Manubles river
Estellencs,municipality of Spain,UTC+01:00,Majorca,Mediterranean Sea
Banyalbufar,municipality of Spain,UTC+01:00,Majorca,Mediterranean Sea
Son Servera,municipality of Spain,UTC+01:00,Majorca,Mediterranean Sea
Cañizo,municipality of Spain,UTC+01:00,Tierra de Campos,Valderaduey River
Pollença,municipality of Spain,UTC+01:00,Majorca,Mediterranean Sea
