col0,col1,col2,col3
Shiwanshan Yao Ethnic Township,Fangcheng District,Bocha Community,People's Republic of China
Haojiping,Zhongfang County,Jidutang,People's Republic of China
Changpuzi,Suining County,Fengxiang,People's Republic of China
Wanqiu Yi Ethnic Township,Miyi County,Wanqiu,People's Republic of China
Changshaoying Manchu Township,Huairou District,Dongnangou,People's Republic of China
Wafang Yi and Miao Ethnic Township,Longyang District,Gantang,People's Republic of China
Kokyar Kirgiz Township,Tashkurgan Tajik Autonomous County,Kokyar,People's Republic of China
Shihuiyao huizu xiang,Xining,Taktser,People's Republic of China
Bao'an Tibetan Township,Yuexi County,Pingyuan,People's Republic of China
Litianmu Hui Ethnic Township,Cang County,Litianmu,People's Republic of China
Niuchang,Baiyun District,Penglai,People's Republic of China
